nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
Loudrefing,57418,57,215704180,245701206,44,['57670'],290.0
Loupershouse,57419,57,215704198,200070746,44,['57510'],904.0
Loutzviller,57421,57,215704214,200069441,44,['57720'],149.0
Louvigny,57422,57,215704222,200039907,44,['57420'],880.0
Lubécourt,57423,57,215704230,245701206,44,['57170'],66.0
Lucy,57424,57,215704248,245701206,44,['57590'],224.0
Luppy,57425,57,215704255,200039907,44,['57580'],595.0
Luttange,57426,57,215704263,245701354,44,['57935'],983.0
Lutzelbourg,57427,57,215704271,245700950,44,['57820'],551.0
Macheren,57428,57,215704289,200067502,44,['57730'],2814.0
Mainvillers,57430,57,215704305,245700133,44,['57380'],318.0
Maizeroy,57431,57,215704313,200067957,44,['57530'],410.0
Maizières-lès-Metz,57433,57,215704339,200039949,44,['57280'],11580.0
Maizières-lès-Vic,57434,57,215704347,245701206,44,['57810'],464.0
Malaucourt-sur-Seille,57436,57,215704362,245701206,44,['57590'],130.0
Malling,57437,57,215704370,245701354,44,['57480'],681.0
Malroy,57438,57,215704388,200039949,44,['57640'],353.0
Manderen-Ritzing,57439,57,200084853,200067486,44,['57480'],613.0
Manhoué,57440,57,215704404,245701206,44,['57590'],143.0
Manom,57441,57,215704412,245701362,44,['57100'],3137.0
Many,57442,57,215704420,245700133,44,['57380'],257.0
Marange-Silvange,57443,57,215704438,245701271,44,['57535'],6539.0
Marange-Zondrange,57444,57,215704446,245700133,44,['57690'],372.0
Marieulles,57445,57,215704453,200039865,44,['57420'],700.0
Marimont-lès-Bénestroff,57446,57,215704461,245701206,44,['57670'],56.0
Marly,57447,57,215704479,200039865,44,['57155'],10286.0
Marsal,57448,57,215704487,245701206,44,['57630'],229.0
Marsilly,57449,57,215704495,200067957,44,['57530'],582.0
Marthille,57451,57,215704511,245701206,44,['57340'],167.0
La Maxe,57452,57,215704529,200039865,44,['57140'],1056.0
Maxstadt,57453,57,215704537,200067502,44,['57660'],297.0
Mécleuves,57454,57,215704545,200039865,44,['57245'],1196.0
Mégange,57455,57,215704552,200067650,44,['57220'],138.0
Meisenthal,57456,57,215704560,200069441,44,['57960'],635.0
Menskirch,57457,57,215704578,200067486,44,['57320'],141.0
Merschweiller,57459,57,215704594,200067486,44,['57480'],290.0
Merten,57460,57,215704602,200067650,44,['57550'],1444.0
Métairies-Saint-Quirin,57461,57,215704610,200068146,44,['57560'],271.0
Metting,57462,57,215704628,245700950,44,['57370'],410.0
Metz,57463,57,215704636,200039865,44,"['57000', '57050', '57070']",122572.0
Metzeresche,57464,57,215704644,245701354,44,['57920'],1020.0
Metzervisse,57465,57,215704651,245701354,44,['57940'],2277.0
Metzing,57466,57,215704669,245700372,44,['57980'],702.0
Mey,57467,57,215704677,200039865,44,['57070'],309.0
Mittelbronn,57468,57,215704685,245700950,44,['57370'],636.0
Mittersheim,57469,57,215704693,200068146,44,['57930'],583.0
Molring,57470,57,215704701,245701206,44,['57670'],12.0
Momerstroff,57471,57,215704719,200067650,44,['57220'],298.0
Moncheux,57472,57,215704727,200039907,44,['57420'],146.0
Moncourt,57473,57,215704735,245701206,44,['57810'],63.0
Mondelange,57474,57,215704743,200039949,44,['57300'],5699.0
Mondorff,57475,57,215704750,245700695,44,['57570'],609.0
Monneren,57476,57,215704768,245701354,44,['57920'],398.0
Montbronn,57477,57,215704776,200069441,44,['57415'],1578.0
Montdidier,57478,57,215704784,245701206,44,['57670'],81.0
Montenach,57479,57,215704792,200067486,44,['57480'],495.0
Montigny-lès-Metz,57480,57,215704800,200039865,44,['57950'],21718.0
Montois-la-Montagne,57481,57,215704818,245701271,44,['57860'],2711.0
Ogy-Montoy-Flanville,57482,57,200073609,200067957,44,"['57530', '57645']",1806.0
Morhange,57483,57,215704834,200067502,44,['57340'],3308.0
Morsbach,57484,57,215704842,245700372,44,['57600'],2635.0
Morville-lès-Vic,57485,57,215704859,245701206,44,['57170'],105.0
Morville-sur-Nied,57486,57,215704867,245701206,44,['57590'],121.0
Moulins-lès-Metz,57487,57,215704875,200039865,44,['57160'],5265.0
Moussey,57488,57,215704883,200068146,44,['57770'],559.0
Mouterhouse,57489,57,215704891,200069441,44,['57620'],270.0
Moyenvic,57490,57,215704909,245701206,44,['57630'],311.0
Moyeuvre-Grande,57491,57,215704917,245701271,44,['57250'],7311.0
Moyeuvre-Petite,57492,57,215704925,245701271,44,['57250'],442.0
Mulcey,57493,57,215704933,245701206,44,['57260'],209.0
Munster,57494,57,215704941,245701206,44,['57670'],237.0
Narbéfontaine,57495,57,215704958,200067650,44,['57220'],115.0
Nébing,57496,57,215704966,245701206,44,['57670'],328.0
Nelling,57497,57,215704974,200070746,44,['57670'],266.0
Neufchef,57498,57,215704982,245701222,44,['57700'],2650.0
Neufgrange,57499,57,215704990,200070746,44,['57910'],1364.0
Neufmoulins,57500,57,215705005,200068146,44,['57830'],34.0
Neufvillage,57501,57,215705013,245701206,44,['57670'],49.0
Neunkirchen-lès-Bouzonville,57502,57,215705021,200067486,44,['57320'],325.0
Niderhoff,57504,57,215705047,200068146,44,['57560'],279.0
Niderviller,57505,57,215705054,200068146,44,['57565'],1138.0
Niederstinzel,57506,57,215705062,200068146,44,['57930'],235.0
Niedervisse,57507,57,215705070,200067650,44,['57220'],279.0
Nilvange,57508,57,215705088,245701222,44,['57240'],4341.0
Nitting,57509,57,215705096,200068146,44,['57790'],529.0
Noisseville,57510,57,215705104,200039865,44,['57645'],1109.0
Norroy-le-Veneur,57511,57,215705112,200039949,44,['57140'],993.0
Nouilly,57512,57,215705120,200039865,44,['57645'],719.0
Nousseviller-lès-Bitche,57513,57,215705138,200069441,44,['57720'],150.0
Nousseviller-Saint-Nabor,57514,57,215705146,245700372,44,['57990'],1182.0
Novéant-sur-Moselle,57515,57,215705153,200070738,44,['57680'],1844.0
Oberdorff,57516,57,215705161,200067650,44,['57320'],329.0
Obergailbach,57517,57,215705179,200069441,44,['57720'],268.0
Oberstinzel,57518,57,215705187,200068146,44,['57930'],316.0
Obervisse,57519,57,215705195,200067650,44,['57220'],154.0
Obreck,57520,57,215705203,245701206,44,['57170'],40.0
Œting,57521,57,215705211,245700372,44,['57600'],2599.0
Ommeray,57524,57,215705245,245701206,44,['57810'],127.0
Oriocourt,57525,57,215705252,245701206,44,['57590'],55.0
Ormersviller,57526,57,215705260,200069441,44,['57720'],385.0
Orny,57527,57,215705278,200039907,44,['57420'],448.0
Oron,57528,57,215705286,245701206,44,['57590'],111.0
Ottange,57529,57,215705294,245701404,44,['57840'],2960.0
Ottonville,57530,57,215705302,200067650,44,['57220'],464.0
Oudrenne,57531,57,215705310,245701354,44,['57970'],724.0
Pagny-lès-Goin,57532,57,215705328,200039907,44,['57420'],225.0
Pange,57533,57,215705336,200067957,44,['57530'],869.0
Peltre,57534,57,215705344,200039865,44,['57245'],1790.0
Petit-Réderching,57535,57,215705351,200069441,44,['57410'],1417.0
Petit-Tenquin,57536,57,215705369,200067502,44,['57660'],217.0
Petite-Rosselle,57537,57,215705377,245700372,44,['57540'],6171.0
Pettoncourt,57538,57,215705385,245701206,44,['57170'],296.0
Pévange,57539,57,215705393,245701206,44,['57340'],40.0
Phalsbourg,57540,57,215705401,245700950,44,['57370'],4688.0
Philippsbourg,57541,57,215705419,200069441,44,['57230'],613.0
Piblange,57542,57,215705427,200067650,44,['57220'],943.0
Pierrevillers,57543,57,215705435,245701271,44,['57120'],1443.0
Plaine-de-Walsch,57544,57,215705443,200068146,44,['57870'],601.0
Plappeville,57545,57,215705450,200039865,44,['57050'],2027.0
Plesnois,57546,57,215705468,200039949,44,['57140'],772.0
Pommérieux,57547,57,215705476,200039907,44,['57420'],755.0
Pontoy,57548,57,215705484,200039907,44,['57420'],613.0
Pontpierre,57549,57,215705492,245700133,44,['57380'],735.0
Porcelette,57550,57,215705500,200067502,44,['57890'],2397.0
Postroff,57551,57,215705518,200068146,44,['57930'],196.0
Pouilly,57552,57,215705526,200039865,44,['57420'],963.0
Pournoy-la-Chétive,57553,57,215705534,200039865,44,['57420'],610.0
Pournoy-la-Grasse,57554,57,215705542,200039907,44,['57420'],767.0
Prévocourt,57555,57,215705559,245701206,44,['57590'],105.0
Puttelange-aux-Lacs,57556,57,215705567,200070746,44,['57510'],3016.0
Puttelange-lès-Thionville,57557,57,215705575,245700695,44,['57570'],1029.0
Puttigny,57558,57,215705583,245701206,44,['57170'],75.0
Puzieux,57559,57,215705591,245701206,44,['57590'],167.0
Racrange,57560,57,215705609,200067502,44,['57340'],621.0
Rahling,57561,57,215705617,200069441,44,['57410'],707.0
Ranguevaux,57562,57,215708629,245701222,44,['57700'],907.0
Raville,57563,57,215705633,200067957,44,['57530'],330.0
Réchicourt-le-Château,57564,57,215705641,200068146,44,['57810'],550.0
Rédange,57565,57,215705658,245701404,44,['57390'],1014.0
Réding,57566,57,215705666,200068146,44,['57445'],2280.0
Rémelfang,57567,57,215705674,200067486,44,['57320'],147.0
Rémelfing,57568,57,215705682,200070746,44,['57200'],1305.0
Rémeling,57569,57,215705690,200067486,44,['57480'],329.0
Rémering,57570,57,215705708,200067650,44,['57550'],421.0
Rémering-lès-Puttelange,57571,57,215705716,200070746,44,['57510'],1050.0
Rémilly,57572,57,215705724,200039907,44,['57580'],2070.0
Réning,57573,57,215705732,245701206,44,['57670'],127.0
Basse-Rentgen,57574,57,215705740,245700695,44,['57570'],524.0
Retonfey,57575,57,215705757,200067957,44,['57645'],1327.0
Rettel,57576,57,215705765,200067486,44,['57480'],869.0
Reyersviller,57577,57,215705773,200069441,44,['57230'],380.0
Rezonville-Vionville,57578,57,200085231,200070738,44,['57130'],517.0
Rhodes,57579,57,215705799,200068146,44,['57810'],126.0
Riche,57580,57,215705807,245701206,44,['57340'],180.0
Richeling,57581,57,215705815,200070746,44,['57510'],347.0
Richemont,57582,57,215705823,200039949,44,['57270'],2175.0
Richeval,57583,57,215705831,200068146,44,['57830'],111.0
Rimling,57584,57,215705849,200069441,44,['57720'],618.0
Rochonvillers,57586,57,215705864,245701362,44,['57840'],215.0
Rodalbe,57587,57,215705872,245701206,44,['57340'],246.0
Rodemack,57588,57,215705880,245700695,44,['57570'],1277.0
Rohrbach-lès-Bitche,57589,57,215705898,200069441,44,['57410'],2301.0
Rolbing,57590,57,215705906,200069441,44,['57720'],259.0
Rombas,57591,57,215705914,245701271,44,['57120'],9371.0
Romelfing,57592,57,215705922,200068146,44,['57930'],328.0
Roncourt,57593,57,215705930,200039865,44,['57860'],1058.0
Roppeviller,57594,57,215705948,200069441,44,['57230'],97.0
Rorbach-lès-Dieuze,57595,57,215705955,245701206,44,['57260'],48.0
Rosbruck,57596,57,215705963,245700372,44,['57800'],740.0
Rosselange,57597,57,215705971,245701271,44,['57780'],2384.0
Rouhling,57598,57,215705989,200070746,44,['57520'],1981.0
Roupeldange,57599,57,215705997,200067650,44,['57220'],326.0
Roussy-le-Village,57600,57,215706003,245700695,44,['57330'],1592.0
Rozérieulles,57601,57,215706011,200039865,44,['57160'],1334.0
Rurange-lès-Thionville,57602,57,215706029,245701354,44,['57310'],2327.0
Russange,57603,57,215706037,245701404,44,['57390'],1263.0
Rustroff,57604,57,215706045,200067486,44,['57480'],641.0
Sailly-Achâtel,57605,57,215706052,200039907,44,['57420'],324.0
Saint-Avold,57606,57,215706060,200067502,44,['57500'],14755.0
Sainte-Barbe,57607,57,215706078,200067957,44,['57640'],786.0
Saint-Epvre,57609,57,215706094,245701206,44,['57580'],177.0
Saint-François-Lacroix,57610,57,215706102,200067486,44,['57320'],317.0
Saint-Georges,57611,57,215706110,200068146,44,['57830'],196.0
Saint-Hubert,57612,57,215706128,200067957,44,['57640'],229.0
Saint-Jean-de-Bassel,57613,57,215706136,200068146,44,['57930'],322.0
Saint-Jean-Kourtzerode,57614,57,215706144,245700950,44,['57370'],647.0
Saint-Jean-Rohrbach,57615,57,215706151,200070746,44,['57510'],960.0
Saint-Julien-lès-Metz,57616,57,215706169,200039865,44,['57070'],3554.0
Saint-Jure,57617,57,215706177,200039907,44,['57420'],283.0
Saint-Louis,57618,57,215706185,245700950,44,['57820'],617.0
Saint-Louis-lès-Bitche,57619,57,215706193,200069441,44,['57620'],445.0
Sainte-Marie-aux-Chênes,57620,57,215706201,245701271,44,['57255'],4519.0
Saint-Médard,57621,57,215706219,245701206,44,['57260'],107.0
Saint-Privat-la-Montagne,57622,57,215706227,200039865,44,['57855'],1878.0
Saint-Quirin,57623,57,215706235,200068146,44,['57560'],692.0
Sainte-Ruffine,57624,57,215706243,200039865,44,['57130'],623.0
Salonnes,57625,57,215706250,245701206,44,['57170'],176.0
Sanry-lès-Vigy,57626,57,215706268,200067957,44,['57640'],507.0
Sanry-sur-Nied,57627,57,215706276,200067957,44,['57530'],426.0
Sarralbe,57628,57,215706284,200070746,44,['57430'],4364.0
Sarraltroff,57629,57,215706292,200068146,44,['57400'],789.0
Sarrebourg,57630,57,215706300,200068146,44,['57400'],12170.0
Sarreguemines,57631,57,215706318,200070746,44,['57200'],20143.0
Sarreinsming,57633,57,215706334,200070746,44,['57905'],1178.0
Saulny,57634,57,215706342,200039865,44,['57140'],1590.0
Schalbach,57635,57,215706359,200068146,44,['57370'],372.0
Schmittviller,57636,57,215706367,200069441,44,['57412'],335.0
Schneckenbusch,57637,57,215706375,200068146,44,['57400'],314.0
Schœneck,57638,57,215706383,245700372,44,['57350'],2435.0
Schorbach,57639,57,215706391,200069441,44,['57230'],548.0
Schwerdorff,57640,57,215706409,200067486,44,['57320'],472.0
Schweyen,57641,57,215706417,200069441,44,['57720'],319.0
Scy-Chazelles,57642,57,215706425,200039865,44,['57160'],2753.0
Secourt,57643,57,215706433,200039907,44,['57420'],201.0
Seingbouse,57644,57,215706441,245700398,44,['57455'],1722.0
Semécourt,57645,57,215706458,200039949,44,['57280'],1024.0
Serémange-Erzange,57647,57,215706474,245701222,44,['57290'],4251.0
Servigny-lès-Raville,57648,57,215706482,200067957,44,['57530'],476.0
Servigny-lès-Sainte-Barbe,57649,57,215706490,200067957,44,['57640'],462.0
Sierck-les-Bains,57650,57,215706508,200067486,44,['57480'],1765.0
Siersthal,57651,57,215706516,200069441,44,['57410'],646.0
Sillegny,57652,57,215706524,200039907,44,['57420'],657.0
Silly-en-Saulnois,57653,57,215706532,200039907,44,['57420'],35.0
Silly-sur-Nied,57654,57,215706540,200067957,44,['57530'],719.0
Solgne,57655,57,215706557,200039907,44,['57420'],1133.0
Sorbey,57656,57,215706565,200067957,44,['57580'],387.0
Sotzeling,57657,57,215706573,245701206,44,['57170'],26.0
Soucht,57658,57,215706581,200069441,44,['57960'],1013.0
Spicheren,57659,57,215706599,245700372,44,['57350'],3143.0
Stiring-Wendel,57660,57,215706607,245700372,44,['57350'],10956.0
Sturzelbronn,57661,57,215706615,200069441,44,['57230'],168.0
Suisse,57662,57,215706623,200067502,44,['57340'],94.0
Talange,57663,57,215706631,200039949,44,['57525'],8120.0
Tarquimpol,57664,57,215706649,245701206,44,['57260'],60.0
Tenteling,57665,57,215706656,245700372,44,['57980'],1043.0
Terville,57666,57,215706664,245701362,44,['57180'],7801.0
Téterchen,57667,57,215706672,200067650,44,['57220'],757.0
Teting-sur-Nied,57668,57,215706680,245700133,44,['57385'],1258.0
Théding,57669,57,215706698,245700372,44,['57450'],2408.0
Thicourt,57670,57,215706706,245700133,44,['57380'],132.0
Thimonville,57671,57,215706714,200039907,44,['57580'],133.0
Thionville,57672,57,215706722,245701362,44,['57100'],42658.0
Thonville,57673,57,215706730,245700133,44,['57380'],52.0
Tincry,57674,57,215706748,245701206,44,['57590'],169.0
Torcheville,57675,57,215706755,245701206,44,['57670'],119.0
Tragny,57676,57,215706763,200039907,44,['57580'],87.0
Trémery,57677,57,215706771,200039949,44,['57300'],965.0
Tressange,57678,57,215706789,245701362,44,['57710'],2470.0
Tritteling-Redlach,57679,57,215706797,245700133,44,['57385'],509.0
Troisfontaines,57680,57,215706805,200068146,44,['57870'],1267.0
Tromborn,57681,57,215706813,200067650,44,['57320'],339.0
Turquestein-Blancrupt,57682,57,215706821,200068146,44,['57560'],11.0
Uckange,57683,57,215706839,245701222,44,['57270'],7021.0
Vahl-Ebersing,57684,57,215706847,200067502,44,['57660'],487.0
Vahl-lès-Bénestroff,57685,57,215706854,245701206,44,['57670'],140.0
Vahl-lès-Faulquemont,57686,57,215706862,245700133,44,['57380'],244.0
Vallerange,57687,57,215706870,200067502,44,['57340'],211.0
Valmestroff,57689,57,215706896,245701354,44,['57970'],364.0
Valmont,57690,57,215706904,200067502,44,['57730'],3041.0
Valmunster,57691,57,215706912,200067650,44,['57220'],88.0
Vannecourt,57692,57,215706920,245701206,44,['57340'],67.0
Vantoux,57693,57,215706938,200039865,44,['57070'],823.0
Vany,57694,57,215706946,200039865,44,['57070'],478.0
Varize-Vaudoncourt,57695,57,215706953,200067650,44,['57220'],508.0
Varsberg,57696,57,215706961,245701164,44,['57880'],973.0
Vasperviller,57697,57,215706979,200068146,44,['57560'],322.0
Vatimont,57698,57,215706987,245700133,44,['57580'],306.0
Vaudreching,57700,57,215707001,200067486,44,['57320'],499.0
Vaux,57701,57,215707019,200039865,44,['57130'],792.0
Vaxy,57702,57,215707027,245701206,44,['57170'],169.0
Veckersviller,57703,57,215707035,200068146,44,['57370'],230.0
Veckring,57704,57,215707043,245701354,44,['57920'],659.0
Velving,57705,57,215707050,200067650,44,['57220'],199.0
Vergaville,57706,57,215707068,245701206,44,['57260'],529.0
Vernéville,57707,57,215707076,200039865,44,['57130'],715.0
Verny,57708,57,215707084,200039907,44,['57420'],2056.0
Vescheim,57709,57,215707092,245700950,44,['57370'],305.0
Vibersviller,57711,57,215707118,245701206,44,['57670'],381.0
Vic-sur-Seille,57712,57,215707126,245701206,44,['57630'],1317.0
Vieux-Lixheim,57713,57,215707134,200068146,44,['57635'],249.0
Haute-Vigneulles,57714,57,215707142,245700133,44,['57690'],438.0
Vigny,57715,57,215707159,200039907,44,['57420'],389.0
Vigy,57716,57,215707167,200067957,44,['57640'],1522.0
Viller,57717,57,215707175,200067502,44,['57340'],176.0
Villers-Stoncourt,57718,57,215707183,200067957,44,['57530'],225.0
Villers-sur-Nied,57719,57,215707191,245701206,44,['57340'],81.0
Villing,57720,57,215707209,200067650,44,['57550'],511.0
Vilsberg,57721,57,215707217,245700950,44,['57370'],348.0
Virming,57723,57,215707233,245701206,44,['57340'],297.0
Vitry-sur-Orne,57724,57,215707241,245701271,44,['57185'],2884.0
Vittersbourg,57725,57,215707258,245701206,44,['57670'],334.0
Vittoncourt,57726,57,215707266,245700133,44,['57580'],390.0
Viviers,57727,57,215707274,245701206,44,['57590'],120.0
Voimhaut,57728,57,215707282,245700133,44,['57580'],247.0
Volmerange-lès-Boulay,57730,57,215707308,200067650,44,['57220'],548.0
Volmerange-les-Mines,57731,57,215707316,245700695,44,['57330'],2289.0
Volmunster,57732,57,215707324,200069441,44,['57720'],777.0
Volstroff,57733,57,215707332,245701354,44,['57940'],2044.0
Voyer,57734,57,215707340,200068146,44,['57560'],445.0
Vry,57736,57,215707365,200067957,44,['57640'],631.0
Vulmont,57737,57,215707373,200039907,44,['57420'],31.0
Waldhouse,57738,57,215707381,200069441,44,['57720'],347.0
Waldweistroff,57739,57,215707399,200067486,44,['57320'],522.0
Waldwisse,57740,57,215707407,200067486,44,['57480'],804.0
Walschbronn,57741,57,215707415,200069441,44,['57720'],384.0
Walscheid,57742,57,215707423,200068146,44,['57870'],1459.0
Waltembourg,57743,57,215707431,245700950,44,['57370'],227.0
Wiesviller,57745,57,215707456,200070746,44,['57200'],914.0
Willerwald,57746,57,215707464,200070746,44,['57430'],1517.0
Wintersbourg,57747,57,215707472,245700950,44,['57635'],262.0
Wittring,57748,57,215707480,200070746,44,['57905'],736.0
Vœlfling-lès-Bouzonville,57749,57,215707498,200067650,44,['57320'],170.0
Wœlfling-lès-Sarreguemines,57750,57,215707506,200070746,44,['57200'],700.0
Woippy,57751,57,215707514,200039865,44,['57140'],14967.0
Woustviller,57752,57,215707522,200070746,44,['57915'],2786.0
Wuisse,57753,57,215707530,245701206,44,['57170'],62.0
Xanrey,57754,57,215707548,245701206,44,['57630'],110.0
Xocourt,57755,57,215707555,245701206,44,['57590'],99.0
Xouaxange,57756,57,215707563,200068146,44,['57830'],325.0
Yutz,57757,57,215707571,245701362,44,['57970'],17391.0
Zarbeling,57759,57,215707597,245701206,44,['57340'],68.0
Zetting,57760,57,215707605,200070746,44,['57905'],875.0
Zilling,57761,57,215707613,245700950,44,['57370'],279.0
Zimming,57762,57,215707621,245700133,44,['57690'],710.0
Zommange,57763,57,215707639,245701206,44,['57260'],43.0
Zoufftgen,57764,57,215707647,245700695,44,['57330'],1264.0
Diesen,57765,57,215707654,200067502,44,['57890'],1015.0
Stuckange,57767,57,215708637,245701354,44,['57970'],1515.0
Achun,58001,58,215800012,200067882,27,['58110'],160.0
Alligny-Cosne,58002,58,215800020,200067916,27,['58200'],926.0
Alligny-en-Morvan,58003,58,215800038,200067890,27,['58230'],594.0
Alluy,58004,58,215800046,200067882,27,['58110'],365.0
Amazy,58005,58,215800053,200067692,27,['58190'],208.0
Anlezy,58006,58,215800061,200067908,27,['58270'],240.0
Annay,58007,58,215800079,200067916,27,['58450'],343.0
Anthien,58008,58,215800087,200067692,27,['58800'],173.0
Arbourse,58009,58,215800095,200068088,27,['58350'],123.0
Arleuf,58010,58,215800103,200067890,27,['58430'],637.0
Armes,58011,58,215800111,200067429,27,['58500'],266.0
Arquian,58012,58,215800129,200067130,27,['58310'],540.0
Arthel,58013,58,215800137,200068088,27,['58700'],89.0
Arzembouy,58014,58,215800145,200068088,27,['58700'],70.0
Asnan,58015,58,215800152,200067692,27,['58420'],118.0
Asnois,58016,58,215800160,200067692,27,['58190'],141.0
Aunay-en-Bazois,58017,58,215800178,200067882,27,['58110'],231.0
Authiou,58018,58,215800186,200067692,27,['58700'],41.0
Avrée,58019,58,215800194,200067882,27,['58170'],83.0
Avril-sur-Loire,58020,58,215800202,200067700,27,['58300'],245.0
Azy-le-Vif,58021,58,215800210,245804497,27,['58240'],188.0
Bazoches,58023,58,215800236,200067890,27,['58190'],160.0
Bazolles,58024,58,215800244,200067908,27,['58110'],286.0
Béard,58025,58,215800251,200067700,27,['58160'],160.0
Beaulieu,58026,58,200055051,200067692,27,['58420'],142.0
Beaumont-la-Ferrière,58027,58,215800277,200068088,27,['58700'],119.0
Beaumont-Sardolles,58028,58,215800285,200067908,27,['58270'],114.0
Beuvron,58029,58,215800293,200067692,27,['58210'],84.0
Biches,58030,58,215800301,200067882,27,['58110'],240.0
Billy-Chevannes,58031,58,215800319,200067908,27,['58270'],326.0
Billy-sur-Oisy,58032,58,215800327,200067429,27,['58500'],381.0
Bitry,58033,58,215800335,200067130,27,['58310'],308.0
Blismes,58034,58,215800343,200067890,27,['58120'],185.0
Bona,58035,58,215800350,200067908,27,['58330'],296.0
Bouhy,58036,58,215800368,200067130,27,['58310'],410.0
Brassy,58037,58,215800376,200067890,27,['58140'],603.0
Breugnon,58038,58,215800384,200067429,27,['58460'],153.0
Brèves,58039,58,215800392,200067429,27,['58530'],258.0
Brinay,58040,58,215800400,200067882,27,['58110'],145.0
Brinon-sur-Beuvron,58041,58,215800418,200067692,27,['58420'],168.0
Bulcy,58042,58,215800426,200067916,27,['58400'],146.0
Bussy-la-Pesle,58043,58,215800434,200067692,27,['58420'],50.0
La Celle-sur-Loire,58044,58,215800442,200067916,27,['58440'],785.0
La Celle-sur-Nièvre,58045,58,215800459,200068088,27,['58700'],152.0
Cercy-la-Tour,58046,58,215800467,200067882,27,['58340'],1653.0
Cervon,58047,58,215800475,200067692,27,['58800'],588.0
Cessy-les-Bois,58048,58,215800483,200067916,27,['58220'],115.0
Chalaux,58049,58,215800491,200067890,27,['58140'],89.0
Challement,58050,58,215800509,200067692,27,['58420'],45.0
Challuy,58051,58,215800517,245804406,27,['58000'],1453.0
Champallement,58052,58,215800525,200067692,27,['58420'],56.0
Champlemy,58053,58,215800533,200068088,27,['58210'],305.0
Champlin,58054,58,215800541,200067692,27,['58700'],45.0
Champvert,58055,58,215800558,200067700,27,['58300'],741.0
Champvoux,58056,58,215800566,200068088,27,['58400'],282.0
Chantenay-Saint-Imbert,58057,58,215800574,245804497,27,['58240'],1073.0
La Chapelle-Saint-André,58058,58,215800582,200067429,27,['58210'],313.0
La Charité-sur-Loire,58059,58,215800590,200068088,27,['58400'],4705.0
Charrin,58060,58,215800608,200067882,27,['58300'],605.0
Chasnay,58061,58,215800616,200068088,27,['58350'],128.0
Château-Chinon (Ville),58062,58,215800624,200067890,27,['58120'],1770.0
Château-Chinon (Campagne),58063,58,215800632,200067890,27,['58120'],554.0
Châteauneuf-Val-de-Bargis,58064,58,215800640,200067916,27,['58350'],499.0
Châtillon-en-Bazois,58065,58,215800657,200067882,27,['58110'],795.0
Châtin,58066,58,215800665,200067890,27,['58120'],84.0
Chaulgnes,58067,58,215800673,200068088,27,['58400'],1500.0
Chaumard,58068,58,215800681,200067890,27,['58120'],192.0
Chaumot,58069,58,215800699,200067692,27,['58800'],164.0
Chazeuil,58070,58,215800707,200067692,27,['58700'],60.0
Chevannes-Changy,58071,58,215800715,200067692,27,['58420'],136.0
Chevenon,58072,58,215800723,245801063,27,['58160'],635.0
Chevroches,58073,58,215800731,200067429,27,['58500'],113.0
Chiddes,58074,58,215800749,200067882,27,['58170'],353.0
Chitry-les-Mines,58075,58,215800756,200067692,27,['58800'],216.0
Chougny,58076,58,215800764,200067882,27,['58110'],85.0
Ciez,58077,58,215800772,200067916,27,['58220'],378.0
Cizely,58078,58,215800780,200067908,27,['58270'],51.0
Clamecy,58079,58,215800798,200067429,27,['58500'],3544.0
La Collancelle,58080,58,215800806,200067692,27,['58800'],158.0
Colméry,58081,58,215800814,200067916,27,['58350'],268.0
Corancy,58082,58,215800822,200067890,27,['58120'],275.0
Corbigny,58083,58,215800830,200067692,27,['58800'],1327.0
Corvol-d'Embernard,58084,58,215800848,200067692,27,['58210'],117.0
Corvol-l'Orgueilleux,58085,58,215800855,200067429,27,['58460'],721.0
Cosne-Cours-sur-Loire,58086,58,215800863,200067916,27,['58200'],9733.0
Cossaye,58087,58,215800871,200067700,27,['58300'],652.0
Coulanges-lès-Nevers,58088,58,215800889,245804406,27,['58660'],3688.0
Couloutre,58089,58,215800897,200067916,27,['58220'],234.0
Courcelles,58090,58,215800905,200067429,27,['58210'],233.0
Crux-la-Ville,58092,58,215800921,200067908,27,['58330'],399.0
Cuncy-lès-Varzy,58093,58,215800939,200067429,27,['58210'],120.0
Dampierre-sous-Bouhy,58094,58,215800947,200067130,27,['58310'],461.0
Decize,58095,58,215800954,200067700,27,['58300'],4932.0
Devay,58096,58,215800962,200067700,27,['58300'],460.0
Diennes-Aubigny,58097,58,215800970,200067908,27,['58340'],88.0
Dirol,58098,58,215800988,200067692,27,['58190'],104.0
Dommartin,58099,58,215800996,200067890,27,['58120'],154.0
Dompierre-sur-Nièvre,58101,58,215801010,200068088,27,['58350'],180.0
Donzy,58102,58,215801028,200067916,27,['58220'],1525.0
Dornecy,58103,58,215801036,200067429,27,['58530'],451.0
Dornes,58104,58,215801044,200071140,27,['58390'],1437.0
Druy-Parigny,58105,58,215801051,200067700,27,['58160'],298.0
Dun-les-Places,58106,58,215801069,200067890,27,['58230'],358.0
Dun-sur-Grandry,58107,58,215801077,200067882,27,['58110'],151.0
Empury,58108,58,215801085,200067890,27,['58140'],72.0
Entrains-sur-Nohain,58109,58,215801093,200067429,27,['58410'],740.0
Epiry,58110,58,215801101,200067692,27,['58800'],225.0
Fâchin,58111,58,215801119,200067890,27,['58430'],106.0
La Fermeté,58112,58,215801127,200067700,27,['58160'],617.0
